Brand Name,Model,Device Type,Supported Releases,_
"Intel Corporation","Ethernet Controller X710 for 10 Gigabit backplane","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Server Adapter I340-T4","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller X710 for 10 Gigabit backplane ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller X710 for 10 Gigabit SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Ibex Peak Enhanced SATA RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Server Adapter OCP X710-2 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D5-P4420 Series SSDPE2NU076T8 (7.68TB
 2.5” U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel 82580 Gigabit Fiber Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection E822-L for QSFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection E822-C for QSFP","Network","ESXi 9.1"," "
"Intel Corporation","2801GR/GH (ICH7 Family) Serial ATA Storage Controller RAID","SATA","ESXi 9.1"," "
"Intel Corporation","Avoton RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","ICH10 - AHCI","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E835-C-Q2 for OCP 3.0","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3520 Series SSDPE2MX020T7 (2.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3520 Series SSDPE2MX012T7 (1.2 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3520 Series SSDPE2MX450G7 (450 GB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3520 Series SSDPEDMX020T7 (2.0 TB
 HHHL AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3520 Series SSDPEDMX012T7 (1.2 TB
 HHHL AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel(R) Integrated RAID RMSP3LD060","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Intel Corporation","Intel(R) Integrated RAID RMSP3LD060","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Intel Corporation","ICH10 - AHCI","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection E823-L for QSFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection E823-C for QSFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Integrated RAID FHWKPTPBGB24","SAS","ESXi 9.1"," "
"Intel Corporation","Intel E810-CQDA2 Ethernet 100Gb 2-port QSFP28 OCP3","Network","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE016T1 (1.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE032T1 (3.2 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE064T1 (6.4 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE128T1 (12.8 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX019T1 (1.9 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX038T1 (3.8 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX076T1 (7.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX153T1 (15.3 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE016T1O (1.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE032T1O (3.2 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE064T1O (6.4 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5620 Series SSDPF2KE128T1O (12.8 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX019T1O (1.9 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","RMSP3AD160F","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX038T1O (3.8 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX076T1O (7.6 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","RSP3TD160F","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPF2KX153T1O (15.3 TB
 2.5" U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","RMSP3CD080F","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Intel Corporation","RSP3DD080F","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Intel Corporation","Intel I350-T4 Ethernet 1Gb 4-port BASE-T OCP3","Network","ESXi 9.1"," "
"Intel Corporation","Intel I350 Gigabit Network Controller","Network","ESXi 9.1"," "
"Intel Corporation","HP Ethernet 1Gb 4-port 366T Adapter","Network","ESXi 9.1"," "
"Intel Corporation","631xESB/632xESB SATA Storage Controller RAID","SATA","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPEDMX020T7 (2.0 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3600 Series SSDPE2ME020T4 (2.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","10-Gigabit BR KX4 Dual Port Network Connection","Network","ESXi 9.1","Restricted"
"Intel Corporation","Intel SSD DC P3600 Series SSDPE2ME016T4 (1.6 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (23) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (22) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (18) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3600 Series SSDPE2ME012T4 (1.2 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E610-XT4","Network","ESXi 9.1"," "
"Intel Corporation","82599 10 Gigabit TN Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E610-XT2","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E610-IT4","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E610-XT4 for OCP 3.0","Network","ESXi 9.1"," "
"Intel Corporation","Cougar Point SATA Premium RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller XL710-TM4","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (2) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X722","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (20) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X552 1000BASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (2) I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","82801HR/HO/HH (ICH8R/DO/DH) 6 port SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E835-C-Q2","Network","ESXi 9.1"," "
"Intel Corporation","Intel 82580 Gigabit SFP Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX038T1 (3.8 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P4618 Series SSDPECKE064T8 (6.4 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX019T1 (1.9 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX038T1 (3.8 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX076T1 (7.6 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX019T1O (1.9 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX038T1O (3.8 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX019T1O (1.9 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX038T1O (3.8 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFVKX076T1O (7.6 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Cave Creek AHCI 2 Port SATA Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D5-P4326 Series SSDPE2NV153T8 (15.36TB
 2.5" U2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Cave Creek AHCI 2 Port SATA Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX019T1 (1.9 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX076T1 (7.6 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Cave Creek AHCI 4 Port SATA Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel Corporation Ethernet Connection X722 for 10GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X722 for 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X722 for 10GbE backplane","Network","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPEDMX012T7 (1.2 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD D7-P5520 Series SSDPFUKX076T1O (7.6 TB
 E1.S)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel C610 Series (Wellsburg) Chipset AHCI Controller
 6-port","SATA","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPEDMX020T7 (2.0 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPE2MX020T7 (2.0 TB
 2.5” U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPE2MX012T7 (1.2 TB
 2.5” U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel® SSD DC P3520 Series SSDPE2MX450G7 (450 GB
 2.5” U.2)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X722 for 10GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","I210 Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X722 for 10GbE QSFP+","Network","ESXi 9.1"," "
"Intel Corporation","Sunrise Point-H RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller E810-C for QSFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller E810-C for SFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X722 for 1GbE","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E810-XXVDA4","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E810-XXVDA4","Network","ESXi 9.1"," "
"Intel Corporation","I210 Gigabit Fiber Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Sunrise Point-H RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3608 Series SSDPECME040T4 (4.0 TB
 HHHL AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter E810-C-Q2","Network","ESXi 9.1"," "
"Intel Corporation","I210 Gigabit Backplane Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3608 Series SSDPECME032T4 (3.2 TB
 HHHL AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P3608 Series SSDPECME016T4 (1.6 TB
 HHHL AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","I210 Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X552/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","I211 Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","I210 Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","82579LM Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","82579V Gigabit Network Connection","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller XXV710 for 25GbE SFP28","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Controller XXV710 for 25GbE backplane ","Network","ESXi 9.1","Restricted"
"Intel Corporation","Intel Ethernet Connection I217-LM","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter XXV710 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter XXV710-1 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter XXV710-1 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter XXV710-2 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter XXV710-2 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter OCP XXV710-1 ","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection I217-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Network Adapter OCP XXV710-1 ","Network","ESXi 9.1"," "
"Intel Corporation","AHWBPBGB24","SAS","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection I218-V","Network","ESXi 9.1"," "
"Intel Corporation","631xESB/632xESB SATA Storage Controller RAID","SATA","ESXi 9.1"," "
"Intel Corporation","Patsburg SATA RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection I218-LM","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (2) I218-LM","Network","ESXi 9.1"," "
"Intel Corporation","RSP3MD088F","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Intel Corporation","Wellsburg RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (2) I218-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X553 10 GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225-IT(2)","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226-IT","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226(blankNVM)","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225-I","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225(blankNVM)","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225-K","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226-K","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I225-LMvP(2)","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Controller I226-LMvP(2)","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (3) I218-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 10 GbE Backplane","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 1 GbE Backplane","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 10 GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 1 GbE","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 1 GbE","Network","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Connection (3) I218-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X553/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X553 10 GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 1 GbE","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection X553 1 GbE","Network","ESXi 9.1"," "
"Intel Corporation","Intel Volume Management Device","NVMe-RAID","ESXi 9.1"," "
"Intel Corporation","Coleto Creek AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Lewisburg SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Wellsburg RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Lewisburg SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Lewisburg SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Lewisburg SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Wellsburg RAID Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X552 10 GbE Backplane","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X552 10 GbE SFP+","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (11) I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (11) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (12) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (8) I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (8) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (9) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (15) I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (15) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (14) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ibex Peak 4 port SATA AHCI Controller","SATA","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Connection X552 10 GbE Backplane","Network","ESXi 9.1"," "
"Intel Corporation","Denverton SATA Controller 0","SATA","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (13) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (17) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (16) I219-LM","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection (16) I219-V","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4500 Series SSDPE2KX010T7 (1.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection E823-L for SFP","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4500 Series SSDPE2KX020T7 (2.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection E823-L 1GbE","Network","ESXi 9.1"," "
"Intel Corporation","Intel Corporation Ethernet Controller X710/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Ethernet Connection E823-C for backplane","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4500 Series SSDPE2KX040T7 (4.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel Corporation Ethernet Controller X710/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4500 Series SSDPEDKX040T7 (4.0 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4600 Series SSDPE2KE016T7 (1.6 TB
 2.5 inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4600 Series SSDPE2KE020T7 (2.0 TB
 2.5 inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel Corporation Ethernet Controller X710/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel Integrated RAID Module RMS3JC080","SAS","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4600 Series SSDPE2KE032T7 (3.2 TB
 2.5 inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4600 Series SSDPEDKE020T7 (2.0 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel(R) Ethernet Server Adapter I210-T1","Network","ESXi 9.1"," "
"Intel Corporation","Intel Corporation Ethernet Controller X710/X557-AT 10GBASE-T","Network","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4600 Series SSDPEDKE040T7 (4.0 TB
 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4501 Series SSDPE7KX500T7 (0.5 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4501 Series SSDPE7KX010T7 (1.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4501 Series SSDPE7KX020T7 (2.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4501 Series SSDPE7KX040T7 (4.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4601 Series SSDPE7KE040T7 (4.0 TB
 2.5-inch)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel SSD DC P4608 Series SSDPECKE064T7 (6.4 TB
 x8 AIC)","NVMe","ESXi 9.1"," "
"Intel Corporation","Intel Ethernet Server Adapter I340-F4","Network","ESXi 9.1"," "
"Intel Corporation","Intel(R) I210 Gigabit Network Connection","Network","ESXi 9.1"," "
"Inventec Corp","OMSC-SAS3508","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Kioxia Corporation","KCD8XVUG800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XVUG1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XVUG3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XVUG12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XRUG960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XRUG1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XRUG7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XRUG15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM6-R SIE KCM6XRUL960G 960GB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM6-R SIE KCM6XRUL1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM6-R SIE KCM6XRUL3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM6-R SIE KCM6XRUL7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM6-R SIE KCM6XRUL15T3 15.3TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCM7XRJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R  SIE KCMYXRUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL61T4 61.44TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVUL1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVUL12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVUL3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCM7XRJE7T68 7.68TB/KCM7XRJE7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCM7XRJE15T3 15.36TB/KCM7XRJE15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V SIE KCM7XVJE1T60 1.6TB/KCM7XVJE1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V SIE KCM7XVJE3T20 3.2TB/KCM7XVJE3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V SIE KCM7XVJE6T40 6.4TB/KCM7XVJE6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V SIE KCM7XVJE12T8 12.8TB/KCM7XVJE12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMYXVUG1T60 1.6TB/KCMYXVUG1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMYXVUG3T20 3.2TB/KCMYXVUG3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMYXVUG6T40 6.4TB/KCMYXVUG6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMYXVUG12T8 12.8TB/KCMYXVUG12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R KCMY1RUG1T92 1.92TB/KCMY1RUG1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R KCMY1RUG3T84 3.84TB/KCMY1RUG3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R KCMY1RUG7T68 7.68TB/KCMY1RUG7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMY1VUG1T60 1.6TB/KCMY1VUG1T60","NVMe","ESXi 9.1"," "
