Brand Name,Model,Device Type,Supported Releases,_
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMY1VUG3T20 3.2TB/KCMY1VUG3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMY1VUG6T40 6.4TB/KCMY1VUG6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V KCMY1VUG12T8 12.8TB/KCMY1VUG12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCMYXRUG3T84 3.84TB/KCMYXRUG3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCMYXRUG7T68 7.68TB/KCMYXRUG7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCMYXRUG15T3 15.36TB/KCMYXRUG15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SIE KCD8XPJE1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81RUG960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81RUG1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81RUG3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81RUG7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81RUG15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R KCD81PUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R KCD81PUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  KCD81PUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPUG30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SIE KCD8XPUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SIE KCD8XPUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SIE KCD8XPUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R KCD81PUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R KCD81PUG30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  KCD81PUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  KCD81PUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  KCD81PUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SIE KCD8XPJE3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SIE KCD8XPJE6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SIE KCD8XPJE12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPJE3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPJE7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SIE KCD8XPJE15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRJE7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XVUL12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XVUL6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XVUL3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVJE6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVJE3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVJE1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRJE30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SED KCD8DPUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPUG30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SED KCD8DPJE1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SED KCD8DPJE3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SED KCD8DPJE6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPJE3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPJE7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R SED KCD8DPJE15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81VUG800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81VUG1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81VUG3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81VUG6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD81VUG12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XRUL61T4 61.44TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVJE12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG61T4 61.44TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCM7XRJE3T84 3.84TB/KCM7XRJE3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61VUL800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61VUL1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61VUL3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61VUL6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61VUL12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61RUL960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61RUL1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61RUL3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61RUL7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM61RUL15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XVUL800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XVUL1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XVUL3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XVUL6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XVUL12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XLUL960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XLUL3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XLUL7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XLUL1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD6XLUL15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRUL1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R SIE KCMYXRUG30T7 30.72TB/KCMYXRUG30T7","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R FIPS KCM7FRJE1T92 1.92TB/KCM7FRJE1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R FIPS KCM7FRJE7T68 7.68TB/KCM7FRJE7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V FIPS KCM7FVJE1T60 1.6TB/KCM7FVJE1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V FIPS KCM7FVJE6T40 6.4TB/KCM7FVJE6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R FIPS KCM7FRJE3T84 3.84TB/KCM7FRJE3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R FIPS KCM7FRJE15T3 15.36TB/KCM7FRJE15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V FIPS KCM7FVJE3T20 3.2TB/KCM7FVJE3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-V FIPS KCM7FVJE12T8 12.8TB/KCM7FVJE12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R KCMY1RUG15T3 15.36TB/KCMY1RUG15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DVUL6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SIE KCM9XVUL1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRJE3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM9 SED KCM9DRJE15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE30T7 30.72TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG61T4 61.44TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RUG960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RUG1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RUG3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71VUG1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RUG7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RUG15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71VUG800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71VUG3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71VUG6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71VUG12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XVUG6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD8XRUG3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61LUL960G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61LUL1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61LUL3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61LUL7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61LUL15T3","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61VUL800G","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61VUL1T60","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61VUL3T20","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61VUL6T40","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD61VUL12T8","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCM71RUG1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SIE KCD9XPJE3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SED KCD8DPUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SED KCD8DPUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V SED KCD8DPJE12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SED KCD8DPUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD9P SED KCD9DPJE15T3 15.36TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-R KCD81RUG960G 960GB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CM7-R KCMY1RUG30T7 30.72TB/KCMY1RUG30T7","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-V  SIE KCD8XPUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8P-R  KCD81PUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RJE1T92","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RJE3T84","NVMe","ESXi 9.1"," "
"Kioxia Corporation","KCD71RJE7T68","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-V KCD81VUG800G 800GB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-V KCD81VUG1T60 1.6TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-V KCD81VUG3T20 3.2TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-V KCD81VUG6T40 6.4TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-V KCD81VUG12T8 12.8TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-R KCD81RUG1T92 1.92TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-R KCD81RUG3T84 3.84TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-R KCD81RUG7T68 7.68TB","NVMe","ESXi 9.1"," "
"Kioxia Corporation","Kioxia NVMe SSD CD8-R KCD81RUG15T3 15.36TB","NVMe","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel X710-T2L 10GBASE-T 2-port Internal Lock OCP Ethernet Adapter","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel I350 1GbE RJ45 4-port Internal Lock OCP Ethernet Adapter","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel E810-DA4 10/25GbE SFP28 4-port OCP Ethernet Adapter (4XC7A80269)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel E810-DA4 10/25GbE SFP28 4-port PCIe Ethernet Adapter (4XC7A80267)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel E810-DA2 10/25GbE SFP28 2-Port Internal Lock OCP Ethernet Adapter","Network","ESXi 9.1"," "
"Lenovo","Broadcom 5720 1GbE RJ45 2-Port PCIe Ethernet LOM (SR250 V2)","Network","ESXi 9.1"," "
"Lenovo","7Y37A01084 - ThinkSystem RAID 930-8i 2GB Flash PCIe 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","7Y37A01086 - ThinkSystem RAID 930-24i 4GB Flash PCIe 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","7Y37A01087 - ThinkSystem RAID 930-8e 4GB Flash PCIe 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","7M27A03917 - ThinkSystem RAID 930-4i 2GB Flash Flex Adapter (SN550)","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","7M17A03933 - ThinkSystem RAID 930-4i 2GB Flash Flex Adapter (SN850)","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel I350 1GbE RJ45 4-port OCP Ethernet Adapter (4XC7A08277
 4XC7A88428)","Network","ESXi 9.1"," "
"Lenovo","7Y37A01083 - ThinkSystem RAID 730-8i 1GB Cache PCIe 12Gb Adapter","SAS","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2770 32Gb 1-Port PCIe Fibre Channel Adapter (4XC7A08279)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2770 32Gb 1-Port PCIe Fibre Channel Adapter VF (4XC7A08279)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2772 32Gb 2-Port PCIe Fibre Channel Adapter (4XC7A08276)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2772 32Gb 2-Port PCIe Fibre Channel Adapter VF (4XC7A08276)","FC","ESXi 9.1"," "
"Lenovo","7Y37A01082 - ThinkSystem RAID 530-8i PCIe 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","4Y37A09725 - ThinkSystem 440-16i SAS/SATA PCIe Gen4 12Gb Internal HBA","SAS","ESXi 9.1"," "
"Lenovo","4Y37A09724 - ThinkSystem 440-16e SAS/SATA PCIe Gen4 12Gb HBA","SAS","ESXi 9.1"," "
"Lenovo","7M17A03932 - ThinkSystem RAID 530-4i Flex Adapter (SN850)","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","4Y37A09728 - ThinkSystem RAID 940-8i 4GB Flash PCIe Gen4 12Gb Adapter","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Lenovo","4Y37A09729 - ThinkSystem RAID 940-8i 8GB Flash PCIe Gen4 12Gb Adapter","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Lenovo","7M27A03918 - ThinkSystem RAID 530-4i Flex Adapter (SN550)","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","4Y37A09733 - ThinkSystem RAID 940-32i 8GB Flash PCIe Gen4 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","ThinkSystem RAID 530-8i Dense Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","4Y37A78837 - ThinkSystem 440-8e SAS/SATA PCIe Gen4 12Gb HBA","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Lenovo","Lenovo- 4XC7A83773-ThinkSystem NVIDIA ConnectX-6 DX 200GbE QSFP56 1-port PCIe Ethernet Adapter","Network","ESXi 9.1"," "
"Lenovo","7Y37A01085 - ThinkSystem RAID 930-16i 4GB Flash PCIe 12Gb Adapter","SAS/SATA-RAID","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2740 PCIe 32Gb 1-Port SFP+ Fibre Channel Adapter (7ZT7A00516)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QLE2742 PCIe 32Gb 2-Port SFP+ Fibre Channel Adapter (7ZT7A00518)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem QLogic QML2692 Mezz 16Gb 2-Port Fibre Channel Adapter (7ZT7A00520)","FC","ESXi 9.1"," "
"Lenovo","Emulex LightPulse SN30L22001 1-Port 32Gb Fibre Channel Adapter (7ZT7A00517)","FC","ESXi 9.1"," "
"Lenovo","Emulex LightPulse SN30L22002 2-Port 32Gb Fibre Channel Adapter (7ZT7A00519)","FC","ESXi 9.1"," "
"Lenovo","ThinkSystem NVIDIA BlueField-2 25GbE SFP56 2-Port PCIe Ethernet DPU w/BMC & Crypto","DPU","ESXi 9.1"," "
"Lenovo","4Y37A09724 - ThinkSystem 440-16e SAS/SATA PCIe Gen4 12Gb HBA","SAS","ESXi 9.1"," "
"Lenovo","Intel X550-T2 Dual Port 10GBase-T Adapter (00MM860)","Network","ESXi 9.1"," "
"Lenovo","Intel X550-T1 Single Port 10GBase-T Adapter (00MM850)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem Intel X710-DA2 2x10GbE SFP+ Adapter (7ZT7A00537)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 2-port SFP+ LOM (7ZT7A00546)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 2-port SFP+ LOM (7ZT7A00546)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 4-port SFP+ LOM (7ZT7A00547)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem D2 10Gb 8-port SFP+ (7M17A04000)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 2-port Base-T LOM (7ZT7A00548)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 2-port Base-T LOM (7ZT7A00548)","Network","ESXi 9.1"," "
"Lenovo","ThinkSystem 10Gb 4-port Base-T LOM (7ZT7A00549)","Network","ESXi 9.1"," "
